GeneID	Myers_H1-hESC_cell_2x75_200_1	Myers_H1-hESC_cell_2x75_200_2	Myers_HUVEC_cell_2x75_200_1	Myers_HUVEC_cell_2x75_200_2
105378711	0	0	0	0
105378710	0	0	0	0
105378712	0	0	0	0
63950	1	2	0	0
105378714	0	0	0	1
11124	1783	1651	2049	1085
105378715	4	4	11	5
112268262	8	2	2	0
1031	0	0	466	140
100616189	0	0	0	0
102466656	0	0	0	0
284546	0	0	0	0
105378716	2	1	5	0
26994	1032	927	4754	2493
22996	254	327	36	60
105378717	1	1	0	0
102724097	2	4	0	0
2060	1804	1687	3688	2403
105378720	0	1	2	0
441884	1	0	1	0
105378719	0	0	0	0
114883	2808	2476	4203	2229
4898	7995	7311	9397	4701
105378721	472	384	402	164
100313892	54	51	24	11
5865	5116	4816	8483	7006
51060	2770	2802	3026	1926
112970	235	269	240	145
104355143	3	4	0	1
91408	2065	1954	1851	1015
107984956	1	2	2	2
9372	1616	1438	1798	925
200014	1187	1276	1815	1060
4998	3370	2866	754	222
84950	2090	2211	1863	961
23318	2282	2118	1962	1116
105378723	1	1	1	0
2882	358	455	490	436
348378	24	34	2	1
65260	2696	2361	2046	999
79699	675	622	2581	1420
440590	106	120	149	99
55268	799	831	1253	799
6342	885	867	4129	2379
127435	20	21	120	145
6512	0	1	3	2
105378724	1	2	0	0
1376	1168	1138	632	322
54987	956	1231	1579	1072
4116	1422	1732	1734	1097
100507564	44	51	41	24
7804	3772	3343	2985	1428
105378728	106	133	68	29
105378726	275	227	207	78
105378732	21	16	2	2
105378731	43	20	4	2
105378730	25	23	12	3
107984957	0	1	0	0
163742	2	7	0	0
105378733	1	0	0	0
63948	5	4	0	0
148979	9	13	20	19
55706	3010	2703	2649	875
54432	906	1054	731	444
1733	6	8	5	4
51668	569	552	833	435
115353	1888	1784	1226	894
388633	0	0	0	0
9528	2413	2182	5532	3102
127428	631	606	624	426
100616315	0	0	0	0
200008	6	5	1	7
606495	893	833	357	233
51253	4402	4695	4723	2749
23648	5765	6483	4317	2674
619518	133	102	75	41
105378735	0	1	0	0
105378734	0	0	0	0
26027	200	242	261	106
338094	49	68	45	20
100527960	514	563	762	380
374977	6	17	3	4
7268	508	554	770	389
25973	586	586	201	128
55001	47	65	0	0
163747	7	10	0	0
1718	30219	28765	12390	4060
107984958	24	21	4	1
107985760	0	0	0	0
105378736	0	0	0	0
199964	38	9	0	0
7809	79	55	0	0
255738	2537	2634	3	1
23358	3207	2761	3618	2189
100507634	29	36	20	13
109729135	1	0	0	0
100616272	0	0	0	0
105378740	0	0	0	0
105378739	0	0	0	0
105378738	0	0	0	0
105378737	0	0	1	0
105378741	0	0	0	1
105378744	3	1	2	0
8613	1924	2041	1507	1043
101929935	0	0	0	0
5563	510	464	118	12
199920	7	10	0	1
731	0	0	0	0
732	0	1	0	0
105378745	0	0	0	0
112267900	39	36	0	0
1600	424	361	0	0
105378748	0	4	0	0
105378747	1	1	0	0
101926890	0	1	0	0
105378746	2	2	0	0
107984960	0	1	1	2
115209	270	243	226	128
4070	31	34	905	464
114803	2341	1508	1720	917
112268263	0	0	121	75
105378751	0	0	317	144
3725	874	481	8174	7555
100131060	1	0	5	1
101926907	10	13	27	2
107984961	1	2	0	0
105378753	1	7	19	6
101926925	0	0	26	8
729467	0	1	0	2
105378756	17	20	11	6
55277	204	281	134	127
100616409	0	0	0	0
101926944	1	1	2	0
105378758	1	1	0	0
51361	1007	854	0	0
1573	43	32	2	3
127795	12	7	0	0
105378760	0	0	0	0
107984963	0	0	0	0
105378761	0	0	0	0
107984962	0	0	0	0
107985379	0	0	0	0
105378763	7	17	29	5
101926964	1	1	2	3
105378764	0	0	1	2
100996570	1	1	56	31
4774	104	96	1492	945
645030	0	0	1	0
105378766	0	0	0	0
107984964	0	0	0	0
414927	0	0	0	1
83941	248	239	1050	808
10207	2516	2037	144	121
113219465	0	0	0	0
107984965	0	4	1	0
100422902	0	0	0	0
100422946	0	0	0	0
54596	16973	15317	1	1
163782	39	37	0	0
105378768	0	1	0	0
7398	1656	1383	2387	854
85440	1580	1238	3076	1776
27329	0	1	2	0
84938	417	349	564	304
105378769	0	0	0	0
199899	4	4	0	0
105378770	0	0	0	0
100996301	2289	2876	0	0
27022	711	722	0	0
102464823	0	0	0	0
29929	501	466	797	451
23421	409	383	644	264
102724319	0	0	0	0
84455	140	100	237	131
79469	3	2	16	5
5236	3205	4070	1210	1185
105378771	1	1	0	0
4919	4002	3624	966	701
105378772	0	0	0	1
101927034	9	7	3	1
105378773	4	4	1	0
148581	0	0	1	0
105378774	0	0	0	0
107984966	53	32	3	3
57685	4245	3731	1016	495
100616338	0	0	0	0
55225	1134	974	1902	991
3716	1097	1139	23328	10982
101927084	2	4	3	1
100500854	2	6	1	0
406893	0	3	0	0
205	3904	3379	564	459
9829	180	172	325	218
102724416	3	9	0	0
112268227	5	5	2	1
3953	204	176	1123	658
54741	823	687	3859	2785
5142	358	326	5599	4970
101927139	0	0	0	0
105378776	1	0	11	12
84251	37	26	616	661
100422871	0	0	1	1
200132	22	22	492	321
10022	0	0	0	0
79819	27	12	49	24
57708	900	781	2378	1303
23169	213	141	645	327
400757	1	0	0	0
149233	0	0	0	0
3595	89	136	9	4
105378779	4	5	0	3
26135	22039	22125	18562	9581
102724481	0	0	0	0
105378780	0	0	0	0
1647	487	497	3479	3059
55970	819	709	13524	6655
105378781	1	2	9	3
100289178	5	2	177	79
9077	1	2	185	58
79971	139	121	7822	4348
100302279	0	0	0	0
105378782	1	0	0	0
6121	1	0	0	0
55635	730	616	1424	330
101927220	2	1	5	1
107984967	0	2	0	0
105378783	3	0	0	0
105378785	1	0	0	0
105378787	0	0	0	0
105378786	0	0	0	0
105378788	0	0	0	0
105378789	0	1	0	0
105378790	0	0	0	0
57554	5	8	11	7
5301	0	0	0	0
105378792	0	0	0	3
55631	861	793	1308	666
9295	7147	6341	9690	5116
81573	518	507	1035	590
11147	362	413	215	138
102724548	11	7	1	1
1491	1038	878	61	43
105378793	0	1	0	0
105378794	0	0	0	0
101927244	0	2	0	0
102724572	0	0	0	0
5733	18	12	2	0
107985517	1	0	0	0
100132618	295	267	336	175
9406	2257	2012	3897	2131
406962	1	2	14	9
100852410	3	5	2	3
105378795	0	0	3	0
257194	111	116	3618	1579
100852409	0	0	0	0
105378797	5	1	14	1
105378796	6	1	9	1
105378798	1	10	0	0
339468	0	2	0	0
105378799	0	1	0	0
105378800	0	0	0	0
101927295	0	0	0	0
105378801	0	0	0	0
107985391	0	0	0	0
105378802	0	0	0	0
109729166	0	0	0	0
127255	0	9	14	3
100526835	19	14	96	57
8790	66	77	539	250
51086	2	2	7	6
105378805	0	0	0	0
105378803	0	0	0	0
127254	2	1	0	0
101927320	0	0	0	0
1429	850	727	1473	609
127253	686	570	1236	527
431707	18	12	0	0
204962	146	88	341	201
34	1339	1142	1550	858
1744	77	55	151	84
5876	2386	1716	3487	2216
692085	43	11	33	9
26805	34	16	63	19
26804	37	30	77	39
4438	4	9	1	3
127247	0	0	0	0
105378806	0	0	0	0
101927342	0	0	0	0
256435	721	568	2081	859
105378807	1	0	4	1
110806286	0	0	0	0
81849	161	171	0	1
102466995	1	0	0	0
10026	443	409	1792	883
105378808	11	9	8	4
26289	217	227	1002	1537
26009	1593	1294	2417	1404
23032	1912	1453	2792	1641
374986	227	160	1066	750
374987	29	39	128	101
91624	567	510	2823	1734
8880	8916	6896	5739	2670
11080	372	355	5135	3304
54810	30	44	268	109
107984997	1	1	0	0
149047	0	0	0	0
5737	2	4	19	10
10964	0	0	235	203
10561	0	0	1262	523
64123	22	26	14151	5968
107984998	0	0	6	4
105378810	0	0	0	0
105378812	0	0	0	0
105378811	0	0	0	0
107983999	0	0	0	0
101927412	0	0	0	0
105378813	4	1	0	0
107985018	7	4	0	0
23266	8326	6692	4976	2594
101927434	0	0	0	0
105378814	11	7	0	0
107985396	0	0	0	0
103283057	0	0	0	0
101927498	3	3	0	0
107985037	22	15	0	0
105378816	0	1	1	2
101927542	0	0	0	0
107985043	0	0	0	0
101927587	0	3	1	1
101927560	1	1	0	1
107985041	2	2	2	0
79739	199	155	230	71
5567	817	545	5775	2481
107985046	3	9	5	2
112268230	2	0	2	0
148418	43	56	74	40
391051	0	1	6	3
58511	1	1	1	1
80135	811	807	1600	903
2787	2074	2226	4024	2576
100505741	9	3	34	23
1486	95	105	648	368
105378819	6	5	4	5
103695366	1	0	5	7
439927	0	0	0	0
117178	784	586	353	166
102724892	19	11	0	0
23566	946	862	0	0
255231	318	241	0	0
55283	280	186	0	0
126820	16	8	15	5
100616481	0	0	0	0
84144	356	242	92	69
105378821	0	0	0	0
148423	904	992	1179	660
8915	446	358	2786	1213
646626	49	43	111	66
23576	1830	1612	4571	2218
107985054	4	3	145	98
3491	4340	3052	58855	38847
107985057	12	6	14	9
112268231	3	3	7	2
54680	796	701	1938	945
105378823	0	0	0	0
255631	63	50	5	0
105378824	0	0	11	5
105378825	2	1	11	7
57489	568	470	1695	915
102465842	1	0	2	0
9635	0	0	5	1
1179	0	0	0	0
105378827	1	3	0	1
105378826	2	0	0	0
22802	0	0	1	0
105378828	10	12	80	37
9629	0	0	4	0
51100	1165	1047	9565	5457
105378831	0	0	0	0
9403	1936	1816	6236	3047
9653	942	777	2761	1196
339524	39	52	2	4
101927844	0	0	0	0
8543	2204	2113	908	558
100505768	0	0	0	0
105378833	3	3	1	1
105378834	1	0	0	0
107985408	0	0	0	0
105378835	1	0	0	0
107985518	0	0	0	0
107985519	0	0	0	0
101927871	0	0	0	0
105378836	0	0	1	0
105378839	1	1	0	0
101927891	8	2	4	2
105378838	0	1	1	0
5586	1020	755	3714	1978
2959	383	391	757	404
56267	1084	829	1178	548
494115	1528	1311	793	402
2635	1	3	600	288
105378841	2	1	8	2
2633	1	0	743	501
2634	1	1	693	670
112268267	0	1	188	174
105378842	0	0	0	0
388646	0	0	0	0
115361	5	2	14	3
107985076	0	0	0	0
105378843	0	0	0	0
115362	0	0	7	0
729930	1	0	0	1
163351	0	1	0	0
400759	0	1	6	2
105378844	15	9	0	0
23507	1125	833	1305	552
84230	163	119	6157	3055
400761	5	3	38	21
107985743	1	2	5	5
101927952	8	6	28	17
107985744	0	0	1	0
101927975	0	0	0	1
55144	2071	1951	2041	1143
105378847	4	3	1	0
492303	123	134	23	6
284695	1462	1290	1812	746
105378848	3	4	0	0
105378849	32	29	0	0
107985088	131	127	0	1
105378850	0	0	0	0
105378851	0	0	0	0
105378852	0	0	0	0
109616984	0	0	0	0
343472	2	1	0	0
105378853	7	14	1	2
105378855	1	0	0	0
105378854	0	0	0	0
84146	1721	1596	1590	820
164045	17	34	6	5
107985412	0	0	0	0
107985417	0	0	0	0
105378856	0	0	0	0
8317	1207	1135	513	226
102723436	5	4	3	0
7049	234	181	987	755
676	2	3	1	1
253152	20	22	157	73
646817	119	157	143	83
284697	15	16	10	11
23285	66	61	53	42
388649	4	0	2	1
11146	459	361	670	223
79871	683	465	1213	521
2672	7	7	16	6
7813	248	205	1254	731
6125	37991	42941	40614	33030
388650	235	250	135	88
6083	25	13	22	16
26782	24	18	14	6
22823	2949	2823	1345	728
50999	661	550	4335	2163
343099	645	597	550	228
107985521	0	1	0	1
100131564	262	366	194	171
1810	1494	1638	2621	1269
54874	5031	4435	5305	3293
107985761	4	4	2	4
8412	517	550	2924	1802
100129046	34	37	191	146
102723480	1	0	1	3
723788	18	21	20	13
100126348	1	0	0	1
100189133	2	1	3	1
30836	2371	2241	3221	1499
2730	346	303	2758	996
24	5	4	197	274
105378858	0	0	76	33
9411	107	85	22170	11042
107985092	0	1	8	3
105378859	0	0	56	34
5825	951	773	1828	950
2152	181	149	28	11
113219466	3	0	0	0
105378861	0	0	0	0
101928079	90	109	5	0
105378860	0	0	0	0
100616321	0	0	0	0
126969	162	156	6	4
1266	7530	7358	10534	5830
105378862	21	13	7	11
729970	154	187	60	24
199857	123	121	320	129
105378863	0	0	1	0
101928098	1	1	0	0
148534	76	55	3	0
100527978	108	76	135	73
101928118	5	2	1	0
25950	158	134	337	177
100996630	0	0	0	0
105378864	0	0	0	0
105379825	0	1	0	0
101928169	0	0	0	0
107985420	0	1	0	0
440594	0	0	0	0
100996635	2	0	0	0
101928219	0	0	0	0
102723661	0	0	0	0
101928241	0	0	1	0
105378866	1	0	0	0
58155	1474	1182	299	165
1806	18	24	1008	620
100873932	1	1	37	27
105378867	0	0	0	1
100873933	0	0	0	0
109729128	0	0	6	3
400765	0	0	31	21
100616452	2	0	13	9
406928	0	0	0	1
729987	2	2	215	66
51375	558	493	1917	986
163404	121	137	3	1
100129620	20	34	0	0
9890	97	89	3	2
107985093	0	0	0	3
101928270	0	0	1	1
54873	1	0	7618	7337
391059	200	201	77	39
178	1354	887	1480	805
23443	311	325	932	585
64645	1787	1387	2214	1214
163786	460	369	434	194
54482	394	306	618	324
127495	35	35	72	32
1629	1292	1000	886	665
100506007	15	18	38	13
8634	834	921	2144	1253
693138	0	1	4	0
8556	363	262	439	348
105379827	2	0	1	2
54112	0	1	19	18
100128787	0	0	3	7
7412	21	25	363	526
2135	1501	1138	2701	1756
148867	382	337	1277	736
51611	1305	1403	1644	1053
102606465	77	88	134	91
107985094	0	0	0	0
101928334	0	0	13	16
101928370	5	4	162	82
1901	146	128	10161	6351
102723784	2	1	4	1
104355286	0	0	0	0
105378872	3	1	2	4
118427	44	40	0	0
94236	0	0	0	0
107985095	0	0	0	0
105378874	0	0	0	0
112268286	0	0	0	0
107985096	0	0	0	0
1301	1749	1167	1	2
101928436	1	0	1	0
55599	344	281	446	200
280	59	71	50	27
648740	7	8	6	3
279	3	6	2	3
276	3	4	1	1
277	1	0	2	1
105378878	0	0	0	0
278	3	4	1	1
100129138	3	1	0	2
105378879	0	0	0	0
105378880	0	0	0	0
105378881	0	0	0	0
101928476	0	0	0	0
105378882	0	0	0	0
105378883	0	0	0	0
105378884	0	0	0	0
107985116	0	0	0	0
105378886	0	0	0	0
105378885	0	0	0	0
105378887	0	0	0	0
105378889	0	0	0	0
105378888	0	0	0	0
55170	1704	1707	831	492
22854	68	53	3	8
10451	441	416	25	13
102465839	0	0	0	0
100873946	1	1	0	0
107985124	0	0	2	0
29957	1406	1057	3026	1703
148545	1	0	1	0
653149	1	1	0	1
284611	822	794	311	145
113802	99	134	190	86
105378890	2	6	5	2
55119	2691	2412	2685	1612
163479	13	24	3	0
6814	653	560	1674	1030
105378891	1	1	0	0
254268	1	1	3	0
642864	0	0	0	0
107985159	0	0	0	0
29899	580	516	1266	545
23155	695	710	1529	875
22911	233	220	1574	1159
6884	296	246	1136	539
105378892	5	12	5	1
56900	471	445	1423	929
677766	41	81	93	45
127003	5	2	2	0
57535	62	71	172	42
6301	5390	5960	7567	4515
1952	4521	4629	242	159
84722	1840	2024	644	231
343263	9	15	2	0
6272	3650	2909	782	575
5686	4510	4481	5072	2516
284612	115	129	0	0
127002	492	515	194	180
284613	322	395	675	468
57463	229	269	181	94
105378893	1	1	1	0
83873	10	14	0	0
2773	3160	2896	7150	3405
406974	2	2	1	0
2780	37	17	44	23
271	2559	2289	3281	2041
2948	417	541	193	114
2946	411	527	247	347
2944	491	575	58	75
2949	31	25	3	1
2947	99	139	2071	1649
79574	0	0	0	4
107985167	3	0	0	0
1435	245	326	2298	1698
10768	5646	6091	6625	5242
85369	2372	2255	2175	1347
105378895	0	2	1	0
257	321	378	146	90
104355139	0	2	0	0
164153	3	4	0	0
388662	25	35	6	4
105378897	1	1	0	1
100873974	3	2	2	0
3749	1117	1192	1097	815
440600	32	23	19	5
64783	1050	1003	499	267
9122	42	31	151	228
10542	1135	1616	3183	2049
101410535	9	13	5	2
84432	1	4	0	0
105378899	0	0	0	0
105378898	0	0	0	0
643160	0	2	0	0
440602	0	1	0	0
3744	1	1	0	1
3737	47	38	0	0
107985174	0	0	0	0
3738	58	62	0	0
105378901	0	0	0	0
963	8	14	0	0
55791	310	380	887	566
128338	581	561	1096	740
10390	578	585	1240	735
79961	42	71	37	50
107985180	0	0	0	0
1117	2	0	0	0
149620	0	0	0	0
27159	0	0	0	0
105378903	0	0	0	0
128344	161	155	2	1
105378904	1	0	0	1
441897	0	0	0	0
5016	60	101	72	43
79084	3669	2940	2707	1162
515	4209	4096	6735	3521
128346	44	42	50	43
57413	0	3	6	0
140	0	0	1	1
5906	705	612	2069	1073
100129269	2	2	3	3
107985184	65	60	101	54
55924	1563	1451	876	451
100506343	42	54	17	6
101928718	40	50	16	6
11218	1147	1015	1353	690
3752	25	21	4	5
100874295	0	0	0	0
100873995	0	0	0	0
643355	0	0	0	0
105378906	0	0	0	0
105378909	39	26	1	0
55917	1101	980	5848	3413
100422976	0	0	8	2
7482	109	115	245	167
54879	496	458	988	507
829	2646	2444	11823	5499
4343	4477	5058	10318	6765
389	1080	1426	17058	12644
333926	958	1204	82	70
105378910	0	2	1	1
284467	16	52	3	5
100996702	1113	1636	149	111
105378912	13	14	43	30
105378911	13	10	14	7
113218506	0	0	0	0
6566	21403	20728	10709	6587
246182	84	75	28	11
100506392	294	278	84	59
107985189	21	22	7	3
100996251	15	17	15	12
9860	1539	1503	805	582
643441	0	0	0	0
260425	507	408	886	537
10745	759	817	2863	1371
54665	520	426	712	360
100287722	106	82	257	135
26191	0	0	366	199
440603	2	4	8	4
10717	444	427	1146	645
64858	459	555	723	350
101928846	2	2	4	2
204851	3353	2621	5016	2688
56944	2726	3391	92	69
148281	3103	3612	0	0
107985443	0	0	0	0
51592	2778	2451	2447	1332
105378913	1	1	4	1
10286	1099	1162	1879	857
105378914	4	2	0	0
163259	191	176	27	19
270	1	0	0	0
4893	2537	2305	6578	3003
7812	24179	21996	30641	17008
80143	1374	1175	1392	836
6847	5	10	0	0
105378915	3	2	0	0
7252	1	0	0	0
10100	248	308	19	6
105378916	0	0	0	0
112840934	0	0	0	0
4803	27	21	0	0
112268234	0	0	0	0
112268287	0	0	0	0
81839	1548	1280	2661	1447
845	1	1	1	0
4808	207	180	1	1
101928995	2	0	0	0
101928977	4	4	0	0
55356	215	184	1	2
126868	1	1	1	0
105378918	0	0	0	0
107985190	0	0	0	0
105378919	0	0	0	0
105378920	0	0	0	0
476	20215	20144	24716	14397
84852	3213	2889	3492	1956
101929023	0	3	0	0
112268235	15	13	34	14
965	80	59	340	242
105378925	1	5	1	1
100616384	0	0	0	0
3321	4323	3979	95	132
105378924	3	9	0	0
100302117	0	0	0	0
388667	0	0	0	0
105378926	0	0	0	0
914	0	0	0	0
105378927	0	0	0	0
5738	1384	1664	5250	5308
9398	385	398	1137	1115
101929099	10	11	7	8
8458	4419	3378	1878	998
100126331	2	1	0	0
80263	1377	1341	176	135
79679	15	20	0	0
104355292	0	1	0	0
10905	962	620	4788	2227
100996263	0	0	0	0
54855	59	56	10	4
105378929	0	0	123	57
54834	502	371	581	315
10885	2778	2306	2576	1368
200162	119	92	100	37
105378930	0	0	0	0
107985447	0	0	0	0
6913	9	2	0	0
105378933	0	0	0	0
107985191	0	0	0	0
10352	423	367	520	350
104472716	0	1	0	0
101929147	145	150	175	109
107985192	1	1	1	1
105378934	8	8	0	0
51179	3	5	0	0
100874270	0	0	0	0
3284	0	0	0	0
105378935	0	0	1	0
3283	0	0	0	0
128102	11	7	17	9
644242	13	11	34	22
90874	886	779	1955	1171
105378937	4	4	0	0
26227	26637	28643	1018	268
105378936	742	550	30	4
3158	0	1	0	0
83998	0	0	0	0
105378938	0	0	1	0
343505	0	1	7	1
11085	0	0	0	0
4853	5424	4456	9137	5259
101929178	2	1	0	0
105378939	0	0	0	0
105378940	1	0	0	0
9554	987	848	4619	2765
107985522	4	7	0	0
105378941	0	1	1	0
105378954	124	97	18	10
101929788	0	0	3	1
728841	314	255	1399	859
107985523	5	2	30	11
767846	2	11	66	29
100996724	624	448	677	455
107985524	84	50	48	23
105378944	0	2	0	0
105378943	0	1	1	0
101929796	50	44	48	27
101060684	393	356	933	501
107985762	0	0	0	0
101954277	6	9	0	0
653505	10	7	39	7
728855	243	309	5	2
100996720	53	60	4	1
101954264	2	23	8	1
107985763	1	2	0	0
105369199	4	6	0	0
101929798	12	17	25	21
107985748	0	1	1	0
107985749	0	0	0	0
107985750	0	0	0	0
106479023	3	2	38	35
2210	0	3	0	0
100996318	6	5	0	1
337875	1	1	15	15
653820	429	423	195	82
653464	505	497	1943	1201
107985193	9	11	30	6
100873165	2	2	7	3
107985194	0	0	17	4
647121	62	69	12	10
107985195	0	2	0	1
101929814	0	0	0	0
105371172	3	2	1	0
105371175	11	5	18	12
107985200	5	6	393	279
107985201	1	4	76	34
101927452	0	0	0	0
112268275	0	0	1	0
112268273	1	0	0	0
100189261	0	0	0	0
101954269	0	0	0	0
26863	1	3	5	1
791227	0	0	0	0
105369140	2	1	0	0
100189142	0	1	0	0
100189326	0	0	0	0
199882	8	7	0	0
100189356	0	0	0	0
338391	2	2	21	18
100132417	0	0	0	0
440686	1	1	109	131
105371209	0	0	0	0
554282	291	303	166	66
100996712	257	208	1077	618
105371207	3	2	1	1
105371206	7	5	10	9
100996732	8	9	376	198
101060524	1	1	0	0
101927333	1	0	0	0
105371196	0	0	2	0
730262	3	5	4	2
105373467	11	12	11	6
101954267	7	6	7	4
100189323	0	0	0	0
284565	364	343	2104	1375
105371211	0	0	6	3
6063	3	1	1	0
105379574	7	8	12	4
100189127	1	0	0	0
728945	5	4	5	3
101929826	1	2	0	0
105371214	0	1	2	0
105371215	0	0	0	0
101927429	0	1	4	2
1818	1	1	0	0
645166	5	5	382	207
105371216	5	3	9	9
105371217	3	1	1	0
107985528	1	0	1	0
647135	643	656	2156	1325
107985595	2	3	15	3
728833	336	351	214	96
105371219	1	0	0	0
107985754	0	0	0	0
101929805	19	25	0	0
107985614	1	0	0	0
107985615	0	3	0	0
103091866	141	196	10	6
100996740	76	82	8	6
645142	3	4	3	2
101954266	20	19	16	12
7214	0	1	0	0
100288142	180	144	895	538
105371312	62	62	246	154
105371288	18	18	1	0
107985755	0	0	0	0
107985751	0	0	0	0
101929780	174	152	457	279
653519	662	654	653	371
5174	43	42	21	14
11126	6	11	20	11
27246	860	960	1964	1028
10623	870	995	1527	883
200035	205	265	354	210
10401	1865	2094	2684	1738
102466191	2	3	2	0
148741	201	343	41	14
107985593	0	1	3	1
8515	22	18	1141	942
8799	240	337	1290	810
114814	349	406	313	192
9939	3571	4142	4886	2607
105371260	837	936	1039	523
128077	112	113	2130	1340
84265	105	154	779	556
284615	25	23	50	34
10628	890	1664	1115	1205
148738	6	15	0	0
100189384	0	0	0	0
100189064	0	0	0	0
100188991	0	0	0	0
100189198	0	0	0	0
107985594	0	0	0	0
101954276	5	4	3	1
101928979	39	45	18	17
100132406	372	377	1162	799
388677	100	128	406	271
105371254	1	2	1	1
170688	342	318	3121	2311
102724364	100	91	643	299
105371242	0	1	3	1
107985756	1	1	0	0
112268274	6	6	3	3
100996756	23	15	11	7
105371235	5	7	1	1
105371233	0	0	0	0
107985591	0	2	2	1
100288805	63	61	1	0
149013	1298	1012	1490	781
728989	10	10	9	5
105371231	18	14	1	0
100189334	0	0	0	0
101447996	3	10	4	0
644861	0	0	0	0
5565	1256	1126	1008	698
9557	2062	2201	2113	1127
171423	1564	1264	3177	1825
2330	220	140	388	260
100289211	7	14	0	0
607	3962	4106	1013	616
51205	757	710	296	113
102723321	0	0	0	0
105371230	0	0	2	0
2702	95	69	23	13
2703	0	0	0	0
105371229	5	3	2	2
51463	612	609	605	344
100034743	33	36	13	8
105371228	159	249	14	2
100189140	0	0	0	0
26864	2	16	15	3
100189193	0	0	0	0
728920	5	7	7	3
200030	869	674	801	454
105371227	8	8	0	0
100505824	24	25	1	0
101927468	20	30	0	0
100189056	3	2	0	0
105371226	13	13	1	0
284561	29	38	1	0
100189307	0	1	0	0
105371225	22	26	1	0
100189174	1	1	0	0
100188998	1	1	0	0
100847044	0	3	0	0
101954273	11	4	0	0
102466225	0	0	0	0
100132057	37	48	2	0
101954272	1	8	5	0
107985525	3	10	0	0
388685	326	290	18	15
105371224	78	59	3	1
644591	16	18	38	19
100189005	0	0	1	0
25832	512	466	2036	1327
100996763	120	143	626	421
105371223	1	2	1	1
